"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CZE","Czech Republic","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.5,,
"DNK","Denmark","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.4,,
"FIN","Finland","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.6,,
"FRA","France","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.3,,
"DEU","Germany","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.5,,
"GRC","Greece","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.5,,
"HUN","Hungary","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.7,,
"ISL","Iceland","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.4,,
"IRL","Ireland","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.2,,
"ITA","Italy","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.3,,
"JPN","Japan","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.2,,
"KOR","Korea","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1,,
"LUX","Luxembourg","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.5,,
"MEX","Mexico","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,3.9,,
"NLD","Netherlands","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.4,,
"NZL","New Zealand","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.7,,
"NOR","Norway","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.5,,
"POL","Poland","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.4,,
"PRT","Portugal","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1,,
"SVK","Slovak Republic","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.6,,
"ESP","Spain","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.5,,
"SWE","Sweden","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.5,,
"CHE","Switzerland","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.5,,
"TUR","Turkey","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.5,,
"GBR","United Kingdom","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.1,,
"USA","United States","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,2.2,,
"BRA","Brazil","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,4.3,,
"CHL","Chile","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1,,
"EST","Estonia","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.5,,
"ISR","Israel","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.7,,
"LVA","Latvia","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,2.8,,
"RUS","Russia","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,4.2,,
"SVN","Slovenia","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,0.7,,
"ZAF","South Africa","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,3.6,,
"OECD","OECD - Total","PS_REPH","Homicide rate","L","Value","WMN","Women","RATIO","Ratio","0","Units",,,1.2,,
"AUS","Australia","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,13.04,,
"AUT","Austria","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,6.66,,
"BEL","Belgium","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.75,,
"CAN","Canada","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.69,,
"CZE","Czech Republic","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.65,,
"DNK","Denmark","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.34,,
"FIN","Finland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.81,,
"FRA","France","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,7.67,,
"DEU","Germany","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.26,,
"GRC","Greece","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,6.42,,
"HUN","Hungary","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.03,,
"ISL","Iceland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,15.06,,
"IRL","Ireland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.25,,
"ITA","Italy","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.11,,
"LUX","Luxembourg","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.82,,
"MEX","Mexico","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,28.7,,
"NLD","Netherlands","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.42,,
"NZL","New Zealand","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,15.11,,
"NOR","Norway","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.93,,
"POL","Poland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.95,,
"PRT","Portugal","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,8.27,,
"SVK","Slovak Republic","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.14,,
"ESP","Spain","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.01,,
"SWE","Sweden","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.07,,
"CHE","Switzerland","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.37,,
"TUR","Turkey","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,32.64,,
"GBR","United Kingdom","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,12.15,,
"USA","United States","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,11.09,,
"BRA","Brazil","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,7.13,,
"CHL","Chile","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,9.72,,
"EST","Estonia","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.42,,
"ISR","Israel","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,15.45,,
"LVA","Latvia","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.27,,
"RUS","Russia","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.14,,
"SVN","Slovenia","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.39,,
"ZAF","South Africa","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,18.12,,
"OECD","OECD - Total","WL_EWLH","Employees working very long hours","L","Value","TOT","Total","PC","Percentage","0","Units",,,11.01,,
"AUS","Australia","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,19.17,,
"AUT","Austria","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,10.01,,
"BEL","Belgium","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,6.81,,
"CAN","Canada","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,5.91,,
"CZE","Czech Republic","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,8.63,,
"DNK","Denmark","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,3.72,,
"FIN","Finland","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,5.72,,
"FRA","France","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,10.38,,
"DEU","Germany","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,6.41,,
"GRC","Greece","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,8.31,,
"HUN","Hungary","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,4.24,,
"ISL","Iceland","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,23.94,,
"IRL","Ireland","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,8.25,,
"ITA","Italy","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,5.65,,
"LUX","Luxembourg","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,5.52,,
"MEX","Mexico","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,35.53,,
"NLD","Netherlands","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,0.73,,
"NZL","New Zealand","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,21.37,,
"NOR","Norway","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,4.39,,
"POL","Poland","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,9.24,,
"PRT","Portugal","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,11.29,,
"SVK","Slovak Republic","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,6.04,,
"ESP","Spain","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,5.73,,
"SWE","Sweden","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,1.54,,
"CHE","Switzerland","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,0.45,,
"TUR","Turkey","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,36.01,,
"GBR","United Kingdom","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,17.66,,
"USA","United States","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,15.21,,
"BRA","Brazil","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,9.15,,
"CHL","Chile","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,12.75,,
"EST","Estonia","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,3.72,,
"ISR","Israel","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,23.29,,
"LVA","Latvia","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,1.7,,
"RUS","Russia","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,0.23,,
"SVN","Slovenia","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,6.2,,
"ZAF","South Africa","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,22.08,,
"OECD","OECD - Total","WL_EWLH","Employees working very long hours","L","Value","MN","Men","PC","Percentage","0","Units",,,15.3,,
"AUS","Australia","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,6.31,,
"AUT","Austria","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,3.1,,
"BEL","Belgium","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.55,,
"CAN","Canada","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.42,,
"CZE","Czech Republic","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.21,,
"DNK","Denmark","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.89,,
"FIN","Finland","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.92,,
"FRA","France","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,4.92,,
"DEU","Germany","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.92,,
"GRC","Greece","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,4.11,,
"HUN","Hungary","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.66,,
"ISL","Iceland","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,5.6,,
"IRL","Ireland","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.28,,
"ITA","Italy","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.25,,
"LUX","Luxembourg","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.88,,
"MEX","Mexico","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,17.61,,
"NLD","Netherlands","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.09,,
"NZL","New Zealand","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,8.63,,
"NOR","Norway","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.34,,
"POL","Poland","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.28,,
"PRT","Portugal","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,5.46,,
"SVK","Slovak Republic","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.04,,
"ESP","Spain","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.15,,
"SWE","Sweden","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.59,,
"CHE","Switzerland","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.29,,
"TUR","Turkey","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,24.48,,
"GBR","United Kingdom","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,6.56,,
"USA","United States","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,6.67,,
"BRA","Brazil","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,4.74,,
"CHL","Chile","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,5.48,,
"EST","Estonia","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.17,,
"ISR","Israel","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,7.08,,
"LVA","Latvia","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.87,,
"RUS","Russia","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.05,,
"SVN","Slovenia","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.41,,
"ZAF","South Africa","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,13.32,,
"OECD","OECD - Total","WL_EWLH","Employees working very long hours","L","Value","WMN","Women","PC","Percentage","0","Units",,,6.05,,
"AUS","Australia","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,14.35,,
"AUT","Austria","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,14.55,,
"BEL","Belgium","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,15.7,,
"CAN","Canada","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,14.56,,
"DNK","Denmark","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,15.87,,
"FIN","Finland","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,15.17,,
"FRA","France","WL_TNOW","Time devoted to leisure and personal care","L","Value","TOT","Total","HOUR","Hours","0","Units",,,16.36,,
